gene_symbol	historical_mechanisms	exact_condition_hpo_route	exact_route_with_inheritance	exact_route_with_penetrance	exact_route_with_both	exact_condition_count	exact_sources	exact_mechanisms	included_hpo_condition_with_inheritance_and_penetrance	unlinked_same_condition_hpo_candidate	unlinked_cross_condition_gene_wide_candidate	hpo_conditions_with_both
FOXP2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FOXP3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FOXRED1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FRAS1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FREM1	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
FREM2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FRMD7	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FRMPD4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FRRS1L	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FRY	LOF	0	0	0	0	0			0	0	0	
FRYL	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FSCN2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FSD1L	LOF	0	0	0	0	0			0	0	0	
FSHB	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
FSHR	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
FTCD	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FTL	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	GOF;LOF	0	0	0	
FTO	LOF	0	0	0	0	0			0	0	0	
FTSJ1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FUCA1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FUS	GOF	0	0	0	0	0			0	0	0	
FUT8	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FXN	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
FYCO1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FZD4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FZD5	DOMINANT_NEGATIVE;GOF	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
FZD6	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
G6PC1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GAA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GABRA1	GOF;LOF	0	0	0	0	0			0	0	0	
GABRA4	LOF	0	0	0	0	0			0	0	0	
GABRB3	GOF	0	0	0	0	0			0	0	0	
GABRD	GOF	0	0	0	0	0			0	0	0	
GABRG2	LOF	0	0	0	0	0			0	0	0	
GALC	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GALE	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GALK1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
GALNS	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GALNT3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GALT	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GAMT	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GAN	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GAS2L2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GAS8	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
GATA1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
GATA2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GATA3	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
GATA4	LOF	1	1	0	0	4	G2P_DDG2P;Orphadata	LOF	0	0	0	
GATA5	LOF	1	0	0	0	3	Orphadata	LOF	1	0	0	OMIM:617912
GATA6	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
GATAD2B	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
GATM	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GBA1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GBA2	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
GBE1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GCDH	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
GCM2	GOF;LOF	1	1	0	0	3	GoFCards_exact+ClinVar_VCV;Orphadata	GOF;LOF	0	0	0	
GCNT2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GCSH	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GDF1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GDF5	GOF;LOF	1	1	0	0	10	G2P_DDG2P;Orphadata	GOF;LOF	0	0	0	
GDF6	GOF	0	0	0	0	0			0	0	0	
GDI1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GEMIN5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GET3	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
GFAP	DOMINANT_NEGATIVE;GOF	1	1	0	0	3	G2P_DDG2P;GoFCards_exact+ClinVar_VCV;Orphadata	DOMINANT_NEGATIVE;GOF	0	0	0	
GFER	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GFM1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GGCX	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GHR	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GIGYF1	LOF	0	0	0	0	0			0	0	0	
GINS1	LOF	0	0	0	0	0			0	0	0	
GJA1	DOMINANT_NEGATIVE;GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	DOMINANT_NEGATIVE;GOF;LOF	0	0	0	
GJA4	GOF	0	0	0	0	0			0	0	0	
GJA5		0	0	0	0	0			1	0	0	OMIM:612474
GJA8	GOF;LOF	0	0	0	0	0			1	1	1	OMIM:612474
GJB1	GOF	1	1	1	1	1	GoFCards_exact+ClinVar_VCV	GOF	1	0	0	OMIM:302800
GJB2	GOF;LOF	1	1	0	0	6	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
GJB3	LOF	0	0	0	0	0			0	0	0	
GJB6	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GJC2		0	0	0	0	0			1	0	0	OMIM:613480
GK	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GLA	GOF;LOF	1	1	0	0	2	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF;LOF	0	0	0	
GLB1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GLDC	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GLDN	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GLI1	GOF;LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
GLI2	LOF	1	1	1	1	1	G2P_DDG2P	LOF	1	0	0	OMIM:610829;OMIM:615849
GLI3	DOMINANT_NEGATIVE;LOF	1	1	0	0	4	G2P_DDG2P;Orphadata	DOMINANT_NEGATIVE;LOF	0	0	0	
GLIS2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GLIS3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GLMN	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GLRA1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GLRB	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GLS	GOF;LOF	0	0	0	0	0			0	0	0	
GLUD1	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
GLUD2	GOF	0	0	0	0	0			0	0	0	
GLUL	LOF	0	0	0	0	0			0	0	0	
GM2A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GMNN	GOF	1	1	0	0	2	G2P_DDG2P;Orphadata	GOF	0	0	0	
GMPPA	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
GNA11	GOF;LOF	1	0	0	0	1	Orphadata	GOF	0	0	0	
GNA14	GOF	0	0	0	0	0			0	0	0	
GNAO1	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GNAQ	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
GNAS	GOF;LOF	1	1	0	0	11	G2P_DDG2P;GoFCards_exact+ClinVar_VCV;Orphadata	GOF;LOF	0	0	0	
GNAT1	LOF	0	0	0	0	0			0	0	0	
GNAT2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GNB1	GOF	1	1	0	0	1	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
GNB3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GNB5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GNMT	LOF	0	0	0	0	0			0	0	0	
GNPAT	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GNPTAB	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
GNPTG	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GNRHR	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
GNS	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GON4L	LOF	0	0	0	0	0			0	0	0	
GORAB	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GOSR2	LOF	0	0	0	0	0			0	0	0	
GP1BA	GOF	1	1	0	0	1	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
GP6	LOF	0	0	0	0	0			0	0	0	
GPAA1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GPC3	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
GPC4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GPC6	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
GPHN	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GPNMB	LOF	0	0	0	0	0			0	0	0	
GPR143	LOF	0	0	0	0	0			0	0	0	
GPR161		0	0	0	0	0			1	0	0	OMIM:155255
GPR179	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GPR68	LOF	0	0	0	0	0			0	0	0	
GPSM2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GPX4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GREB1L	LOF	1	1	1	1	2	G2P_DDG2P;Orphadata	LOF	1	0	0	OMIM:617805
GRHL3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GRIA1	GOF	1	1	0	0	2	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
GRIA2	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GRIA3	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
GRID2	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
GRIK2	GOF;LOF	1	1	0	0	2	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF;LOF	0	0	0	
GRIN1	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
GRIN2A	GOF;LOF	1	1	1	1	1	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF;LOF	1	0	0	OMIM:245570
GRIN2B	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	GOF;LOF	0	0	0	
GRIN2D	GOF	1	1	0	0	2	G2P_DDG2P;GoFCards_exact+ClinVar_VCV;Orphadata	GOF	0	0	0	
GRIP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GRK1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
GRM1	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GRM6	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GRN	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GRXCR1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GRXCR2	LOF	0	0	0	0	0			0	0	0	
GSC	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GSDME	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GSPT2	LOF	0	0	0	0	0			0	0	0	
GSS	LOF	0	0	0	0	0			0	0	0	
GTF2H5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GTF3C3	LOF	0	0	0	0	0			0	0	0	
GTF3C5	LOF	0	0	0	0	0			0	0	0	
GTPBP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GTPBP2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GTPBP3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GUCA1A	GOF	1	0	0	0	1	Orphadata	GOF	0	0	0	
GUCY1A1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
GUCY1A2	GOF	0	0	0	0	0			0	0	0	
GUCY2C	GOF;LOF	1	1	0	0	2	G2P_DDG2P	GOF;LOF	0	0	0	
GUCY2D	GOF;LOF	1	1	0	0	3	G2P_DDG2P;GoFCards_exact+ClinVar_VCV;Orphadata	GOF;LOF	0	0	0	
GUSB	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
GYG1	LOF	0	0	0	0	0			0	0	0	
GYS1	GOF	0	0	0	0	0			0	0	0	
GZF1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
H1-4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
H2AC6	LOF	0	0	0	0	0			0	0	0	
H3-3A	GOF	0	0	0	0	0			0	0	0	
H4C2	LOF	0	0	0	0	0			0	0	0	
H6PD	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
HAAO	LOF	0	0	0	0	0			0	0	0	
HACD1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
HACE1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
HADH	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HADHA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HAMP	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
HAND2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
HARS1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
HAX1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HBA1	GOF	1	1	0	0	5	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
HCCS	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HCFC1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HCN1	GOF	1	0	0	0	1	Orphadata	GOF	1	0	0	OMIM:618482
HCN2	GOF	0	0	0	0	0			0	0	0	
HCN4	GOF	0	0	0	0	0			0	0	0	
HDAC3	LOF	0	0	0	0	0			0	0	0	
HDAC4	GOF	0	0	0	0	0			0	0	0	
HDAC8	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
HDAC9	GOF	0	0	0	0	0			0	0	0	
HEATR5B	LOF	0	0	0	0	0			0	0	0	
HECTD1	LOF	0	0	0	0	0			0	0	0	
HERC1	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
HERC2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HESX1	LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
HEXA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HEXB	LOF	1	1	0	0	4	G2P_DDG2P;Orphadata	LOF	0	0	0	
HEY2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
HFE	GOF;LOF	0	0	0	0	0			0	0	0	
HGD	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
HGF	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HGSNAT	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HHAT	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
HIBCH	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HIF1A	GOF	0	0	0	0	0			0	0	0	
HINT1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
HIRA	LOF	0	0	0	0	0			0	0	0	
HIVEP2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HJV	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
HK1	GOF;LOF	1	1	0	0	1	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF;LOF	0	0	0	
HLCS	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
HMGA2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HMGB3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HMGCL	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HMGCR	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HMGCS2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
HMX1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HNF1B	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
HNF4A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HNRNPD	LOF	0	0	0	0	0			0	0	0	
HNRNPDL		0	0	0	0	0			1	0	0	OMIM:609115
HNRNPH1	LOF	0	0	0	0	0			0	0	0	
HNRNPH2	GOF	1	1	0	0	1	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
HNRNPK	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
HNRNPR	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HNRNPU	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HOXA1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HOXA11	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HOXA13	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HOXB13	GOF	0	0	0	0	0			0	0	0	
HOXC13	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HPD	DOMINANT_NEGATIVE;LOF	1	1	0	0	2	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
HPDL	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HPGD	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HPRT1	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
HPS1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HPS3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HPS4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HPS5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HPS6	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HPSE2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HR	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HRAS	GOF	1	1	0	0	2	G2P_DDG2P;GoFCards_exact+ClinVar_VCV;Orphadata	GOF	0	0	0	
HS2ST1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HS6ST1	LOF	1	0	0	0	2	Orphadata	LOF	0	0	0	
HSD11B1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
HSD11B2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
HSD17B3	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
HSD17B4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HSD3B7	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HSF1	GOF	0	0	0	0	0			0	0	0	
HSPA9	LOF	0	0	0	0	0			0	0	0	
HSPD1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HSPG2	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
HTRA2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HTT	GOF	1	0	0	0	1	Orphadata	GOF	0	0	0	
HYAL1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HYCC1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
HYDIN	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
IARS1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IARS2	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
IDH1	GOF	0	0	0	0	0			0	0	0	
IDH2	GOF	1	1	0	0	2	GoFCards_exact+ClinVar_VCV;Orphadata	GOF	0	0	0	
IDH3A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IDH3B	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IDS	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IDUA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IFIH1	GOF	1	1	1	1	4	G2P_DDG2P;GoFCards_exact+ClinVar_VCV;Orphadata	GOF	1	0	0	OMIM:615846
IFNG	LOF	0	0	0	0	0			0	0	0	
IFT122	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IFT140	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
IFT172	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IFT27	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
IFT43	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IFT52	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IFT74	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
IFT88	LOF	0	0	0	0	0			0	0	0	
IGF1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IGF1R	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IGF2	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IGFBP7	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IGHMBP2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IGSF1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IKBKB	GOF;LOF	0	0	0	0	0			0	0	0	
IKBKG	LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
IKZF1	GOF	0	0	0	0	0			1	1	1	OMIM:616873
IKZF2	DOMINANT_NEGATIVE	0	0	0	0	0			0	0	0	
IL10	LOF	0	0	0	0	0			0	0	0	
IL10RA	LOF	0	0	0	0	0			0	0	0	
IL10RB	LOF	0	0	0	0	0			0	0	0	
IL11RA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IL17RC	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
IL1B	GOF	0	0	0	0	0			0	0	0	
IL1RAPL1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IL21R	LOF	0	0	0	0	0			0	0	0	
IL36RN	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
IL4R	GOF	0	0	0	0	0			0	0	0	
IL6ST	LOF	0	0	0	0	0			0	0	0	
ILDR1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IMPA1	LOF	0	0	0	0	0			0	0	0	
IMPDH1	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
IMPDH2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
IMPG1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IMPG2	LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
INPP4A	LOF	0	0	0	0	0			0	0	0	
INPP5E	LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
INSR	DOMINANT_NEGATIVE;LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	DOMINANT_NEGATIVE;LOF	0	0	0	
INTS1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
INTS11	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IPO13	LOF	0	0	0	0	0			0	0	0	
IPO8	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
IQCB1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
IQSEC2	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
IRF2BP2	GOF	0	0	0	0	0			0	0	0	
IRF2BPL	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
IRF4	GOF	0	0	0	0	0			0	0	0	
IRF6	GOF;LOF	1	1	0	0	2	G2P_DDG2P	GOF;LOF	0	0	0	
IRS1	GOF	0	0	0	0	0			0	0	0	
ISL1	GOF	0	0	0	0	0			0	0	0	
ISM1	GOF	0	0	0	0	0			0	0	0	
ITCH	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ITGA3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ITGA6	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ITGA7	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ITGA8	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ITGB1	GOF	0	0	0	0	0			0	0	0	
ITGB3	GOF	1	0	0	0	1	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
ITGB4	DOMINANT_NEGATIVE;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ITGB6	LOF	0	0	0	0	0			0	0	0	
ITK	LOF	0	0	0	0	0			0	0	0	
ITPR1	DOMINANT_NEGATIVE;GOF;LOF	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
ITPR2	LOF	0	0	0	0	0			0	0	0	
ITPR3	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
IVD	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
JAG1	LOF	1	1	1	1	1	G2P_DDG2P	LOF	1	0	0	OMIM:118450
JAG2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
JAGN1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
JAK1	GOF	0	0	0	0	0			0	0	0	
JAK2	GOF	1	1	0	0	5	GoFCards_exact+ClinVar_VCV;Orphadata	GOF	0	0	0	
