gene_symbol	historical_mechanisms	exact_condition_hpo_route	exact_route_with_inheritance	exact_route_with_penetrance	exact_route_with_both	exact_condition_count	exact_sources	exact_mechanisms	included_hpo_condition_with_inheritance_and_penetrance	unlinked_same_condition_hpo_candidate	unlinked_cross_condition_gene_wide_candidate	hpo_conditions_with_both
ZNF408	DOMINANT_NEGATIVE;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	DOMINANT_NEGATIVE;LOF	0	0	0	
ZNF462	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZNF469	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZNF699	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZNF711	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZNF750	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZNF808	LOF	0	0	0	0	0			0	0	0	
ZNHIT3	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ZNRF3	DOMINANT_NEGATIVE	0	0	0	0	0			0	0	0	
ZP3	LOF	0	0	0	0	0			0	0	0	
ZPR1	LOF	0	0	0	0	0			0	0	0	
ZSCAN10	LOF	0	0	0	0	0			0	0	0	
ZSWIM6	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
