gene_symbol	source	source_record_id	source_condition_id	mondo_id	disease_scope	priva_scope	scope_review_status	disease_label	inheritance	penetrance_raw	penetrance_hpo_ids	normalized_penetrance	patho_mode_raw	normalized_mechanisms	mechanism_confidence	disease_confidence	pmids	evidence_url	panel_or_submitter	phenotype_terms	notes
EGLN1	Orphadata	ORPHA:247511|EGLN1|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:247511					Autosomal dominant secondary erythrocytosis					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	16407130;24115288	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
EPAS1	Orphadata	ORPHA:247511|EPAS1|disease_causing_germline_mutation_s_gain_of_function_in	ORPHA:247511					Autosomal dominant secondary erythrocytosis					Disease-causing germline mutation(s) (gain of function) in	GOF	high	Assessed	18184961;24115288	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
EPO	Orphadata	ORPHA:247511|EPO|disease_causing_germline_mutation_s_gain_of_function_in	ORPHA:247511					Autosomal dominant secondary erythrocytosis					Disease-causing germline mutation(s) (gain of function) in	GOF	high	Assessed	29514032	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
ASS1	Orphadata	ORPHA:247546|ASS1|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:247546					Acute neonatal citrullinemia type I					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	20301631	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
ASS1	Orphadata	ORPHA:247573|ASS1|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:247573					Late-onset citrullinemia type I					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	20301631	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
RAB39B	Orphadata	ORPHA:2379|RAB39B|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2379	MONDO:0010709	mendelian_non_neoplastic	include	auto_supported	Early-onset parkinsonism-intellectual disability syndrome					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	25434005	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
TEK	Orphadata	ORPHA:2451|TEK|disease_causing_germline_mutation_s_gain_of_function_in	ORPHA:2451					Mucocutaneous venous malformations					Disease-causing germline mutation(s) (gain of function) in	GOF	high	Assessed	20301733	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
EPS15L1	Orphadata	ORPHA:2440|EPS15L1|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2440	MONDO:0016576	mendelian_non_neoplastic	include	auto_supported	Isolated split hand-split foot malformation					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	29023680	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
PTH1R	Orphadata	ORPHA:296|PTH1R|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:296	MONDO:0008145	mendelian_cancer_predisposition	include	auto_supported	Ollier disease					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	11850620;18559376	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
IL36RN	Orphadata	ORPHA:247353|IL36RN|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:247353	MONDO:0100491	mendelian_non_neoplastic	include	auto_supported	Generalized pustular psoriasis					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	21839423	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
PGAP3	Orphadata	ORPHA:247262|PGAP3|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:247262	MONDO:0016596	mendelian_non_neoplastic	include	auto_supported	Hyperphosphatasia-intellectual disability syndrome					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	24439110	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
PIGY	Orphadata	ORPHA:247262|PIGY|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:247262	MONDO:0016596	mendelian_non_neoplastic	include	auto_supported	Hyperphosphatasia-intellectual disability syndrome					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	26293662	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
FLNA	Orphadata	ORPHA:2484|FLNA|disease_causing_germline_mutation_s_gain_of_function_in	ORPHA:2484	MONDO:0010650	mendelian_non_neoplastic	include	auto_supported	Melnick-Needles syndrome					Disease-causing germline mutation(s) (gain of function) in	GOF	high	Assessed	20186808;21031081	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
TBC1D7	Orphadata	ORPHA:2477|TBC1D7|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2477	MONDO:0017089	mendelian_non_neoplastic	include	manually_confirmed	Isolated megalencephaly					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	23687350	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
SIL1	Orphadata	ORPHA:559|SIL1|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:559	MONDO:0009567	mendelian_non_neoplastic	include	auto_supported	Marinesco-Sjögren syndrome					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	20301371;16650075	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
GATA3	Orphadata	ORPHA:2237|GATA3|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2237	MONDO:0007797	mendelian_non_neoplastic	include	auto_supported	Hypoparathyroidism-sensorineural deafness-renal disease syndrome					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	10935639;21120445;23757620	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
KRT1	Orphadata	ORPHA:2199|KRT1|disease_causing_germline_mutation_s_gain_of_function_in	ORPHA:2199	MONDO:0007758	mendelian_non_neoplastic	include	auto_supported	Epidermolytic palmoplantar keratoderma					Disease-causing germline mutation(s) (gain of function) in	GOF	high	Assessed	16439967	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
RHBDF2	Orphadata	ORPHA:2198|RHBDF2|disease_causing_germline_mutation_s_gain_of_function_in	ORPHA:2198	MONDO:0007856	mendelian_non_neoplastic	include	auto_supported	Palmoplantar keratoderma-esophageal carcinoma syndrome					Disease-causing germline mutation(s) (gain of function) in	GOF	high	Assessed	22265016	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
GCM2	Orphadata	ORPHA:2239|GCM2|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2239	MONDO:0010618	mendelian_non_neoplastic	include	auto_supported	Familial isolated hypoparathyroidism due to agenesis of parathyroid gland					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	11602629	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
MYH11	Orphadata	ORPHA:2241|MYH11|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2241	MONDO:0100354	mendelian_non_neoplastic	include	auto_supported	Megacystis-microcolon-intestinal hypoperistalsis syndrome					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	25407000	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
MYLK	Orphadata	ORPHA:2241|MYLK|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2241	MONDO:0100354	mendelian_non_neoplastic	include	auto_supported	Megacystis-microcolon-intestinal hypoperistalsis syndrome					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	28602422	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
LMOD1	Orphadata	ORPHA:2241|LMOD1|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2241	MONDO:0100354	mendelian_non_neoplastic	include	auto_supported	Megacystis-microcolon-intestinal hypoperistalsis syndrome					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	28292896	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
COL9A2	Orphadata	ORPHA:250984|COL9A2|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:250984		uncertain	review	manual_review_unresolved	Autosomal recessive Stickler syndrome					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	21671392	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
COL9A3	Orphadata	ORPHA:250984|COL9A3|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:250984		uncertain	review	manual_review_unresolved	Autosomal recessive Stickler syndrome					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	24273071	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
PAX6	Orphadata	ORPHA:250923|PAX6|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:250923	MONDO:0007119	mendelian_non_neoplastic	include	auto_supported	Isolated aniridia					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	20301534;9138149	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
TRIM44	Orphadata	ORPHA:250923|TRIM44|disease_causing_germline_mutation_s_gain_of_function_in	ORPHA:250923	MONDO:0007119	mendelian_non_neoplastic	include	auto_supported	Isolated aniridia					Disease-causing germline mutation(s) (gain of function) in	GOF	high	Assessed	26394807	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
GATA6	Orphadata	ORPHA:2255|GATA6|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2255	MONDO:0010802	mendelian_non_neoplastic	include	auto_supported	Pancreatic hypoplasia-diabetes-congenital heart disease syndrome					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	22158542;22962692	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
NSDHL	Orphadata	ORPHA:251383|NSDHL|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:251383	MONDO:0010441	mendelian_non_neoplastic	include	auto_supported	CK syndrome					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	21129721;21290788	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
UBR1	Orphadata	ORPHA:2315|UBR1|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2315	MONDO:0009479	mendelian_non_neoplastic	include	auto_supported	Johanson-Blizzard syndrome					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	21931868;16311597;23652379	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
GATA4	Orphadata	ORPHA:251510|GATA4|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:251510	MONDO:0016674	mendelian_non_neoplastic	include	manually_confirmed	46,XY partial gonadal dysgenesis					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	21220346	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
MSX2	Orphadata	ORPHA:251290|MSX2|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:251290					Parietal foramina with clavicular hypoplasia					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed		https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
MFRP	Orphadata	ORPHA:251279|MFRP|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:251279					Microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	17167404	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
KCNJ5	Orphadata	ORPHA:251274|KCNJ5|disease_causing_germline_mutation_s_gain_of_function_in	ORPHA:251274	MONDO:0013359	mendelian_non_neoplastic	include	auto_supported	Familial hyperaldosteronism type III					Disease-causing germline mutation(s) (gain of function) in	GOF	high	Assessed	24817817	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
MYO5B	Orphadata	ORPHA:2290|MYO5B|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2290	MONDO:0009635	mendelian_non_neoplastic	include	auto_supported	Microvillus inclusion disease					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	20186687	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
STX3	Orphadata	ORPHA:2290|STX3|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2290	MONDO:0009635	mendelian_non_neoplastic	include	auto_supported	Microvillus inclusion disease					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	24726755	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
LAMB2	Orphadata	ORPHA:2670|LAMB2|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2670	MONDO:0012184	mendelian_non_neoplastic	include	auto_supported	Pierson syndrome					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	24944146	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
MT-CO2	Orphadata	ORPHA:254905|MT-CO2|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:254905					Isolated cytochrome C oxidase deficiency					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	10205264;10486321;11471180;11558799;11579424	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
COX8A	Orphadata	ORPHA:254905|COX8A|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:254905					Isolated cytochrome C oxidase deficiency					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	26685157	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
COX5A	Orphadata	ORPHA:254905|COX5A|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:254905					Isolated cytochrome C oxidase deficiency					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	28247525	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
FREM1	Orphadata	ORPHA:2717|FREM1|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2717	MONDO:0009560	mendelian_non_neoplastic	include	auto_supported	Oculotrichoanal syndrome					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	20301721	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
UBE3B	Orphadata	ORPHA:2707|UBE3B|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2707	MONDO:0009485	mendelian_non_neoplastic	include	auto_supported	Oculocerebrofacial syndrome, Kaufman type					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	23687348	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
HSPA9	Orphadata	ORPHA:260305|HSPA9|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:260305					Autosomal recessive sideroblastic anemia					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	26491070	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
PDE6D	Orphadata	ORPHA:2754|PDE6D|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2754	MONDO:0010176	mendelian_non_neoplastic	include	auto_supported	Orofaciodigital syndrome type 6					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	24166846	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
OFD1	Orphadata	ORPHA:2750|OFD1|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2750	MONDO:0010702	mendelian_non_neoplastic	include	auto_supported	Orofaciodigital syndrome type 1					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	20301367	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
TREM2	Orphadata	ORPHA:2770|TREM2|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2770	MONDO:0009092	mendelian_non_neoplastic	include	auto_supported	Nasu-Hakola disease					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	20301376	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
TYROBP	Orphadata	ORPHA:2770|TYROBP|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2770	MONDO:0009092	mendelian_non_neoplastic	include	auto_supported	Nasu-Hakola disease					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	20301376	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
GNAS	Orphadata	ORPHA:2762|GNAS|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2762	MONDO:0008153	mendelian_non_neoplastic	include	auto_supported	Progressive osseous heteroplasia					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	14723729;20427508;17321228	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
SLCO2A1	Orphadata	ORPHA:2796|SLCO2A1|disease_causing_germline_mutation_s_loss_of_function_in	ORPHA:2796	MONDO:0016620	mendelian_non_neoplastic	include	auto_supported	Pachydermoperiostosis					Disease-causing germline mutation(s) (loss of function) in	LOF	high	Assessed	22197487;22331663	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
NOTCH3	Orphadata	ORPHA:2789|NOTCH3|disease_causing_germline_mutation_s_gain_of_function_in	ORPHA:2789	MONDO:0007537	mendelian_non_neoplastic	include	auto_supported	Lateral meningocele syndrome					Disease-causing germline mutation(s) (gain of function) in	GOF	high	Assessed	25394726	https://www.orphadata.com/data/xml/en_product6.xml			association_status:Assessed
