gene_symbol	source	source_record_id	source_condition_id	mondo_id	disease_scope	priva_scope	scope_review_status	disease_label	inheritance	penetrance_raw	penetrance_hpo_ids	normalized_penetrance	patho_mode_raw	normalized_mechanisms	mechanism_confidence	disease_confidence	pmids	evidence_url	panel_or_submitter	phenotype_terms	notes
COL7A1	G2P_DDG2P	G2P02066	OMIM:226600	MONDO:0009179	mendelian_non_neoplastic	include	auto_supported	COL7A1-related epidermolysis bullosa dystrophica	biallelic_autosomal				loss of function	LOF	high	definitive	21113014; 22209565; 25201089; 7883979; 8513326	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000152; HP:0000160; HP:0000478; HP:0000509; HP:0000518; HP:0000559; HP:0000707; HP:0000924; HP:0001030; HP:0001056; HP:0001075; HP:0001371; HP:0001507; HP:0001510; HP:0001574; HP:0001596; HP:0001626; HP:0001871; HP:0001903; HP:0002015; HP:0002019; HP:0002043; HP:0002164; HP:0002664; HP:0002715; HP:0002860; HP:0003011; HP:0003549; HP:0003577; HP:0004057; HP:0004395; HP:0005203; HP:0006297; HP:0008066; HP:0008404; HP:0025031; HP:0040064	
CYP4V2	G2P_DDG2P	G2P02067	OMIM:210370	MONDO:0008865	mendelian_non_neoplastic	include	auto_supported	CYP4V2-related Bietti crystalline corneoretinal dystrophy	biallelic_autosomal				loss of function	LOF	high	definitive	15042513; 22693542; 23661369; 28051075; 28453600	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000505; HP:0000512; HP:0000518; HP:0000529; HP:0000533; HP:0000546; HP:0000550; HP:0000556; HP:0000603; HP:0001133; HP:0001135; HP:0001141; HP:0003828; HP:0007675; HP:0007880; HP:0011003; HP:0030507; HP:0030528; HP:0100689	
DTHD1	G2P_DDG2P	G2P02069						DTHD1-related retinal dystrophy	biallelic_autosomal				loss of function	LOF	limited	limited	23105016	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000556; HP:0001141; HP:0003198	
DHDDS	G2P_DDG2P	G2P02070	OMIM:613861	MONDO:0013468	mendelian_non_neoplastic	include	auto_supported	DHDDS-related retinitis pigmentosa	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive	21295282; 21295283; 25255364	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000505; HP:0000510; HP:0000512; HP:0000556	
EFEMP1	G2P_DDG2P	G2P02071	OMIM:126600	MONDO:0007471	mendelian_non_neoplastic	include	auto_supported	EFEMP1-related Doyne honeycomb degeneration of retina	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive	10369267; 16799055; 17666404; 23036572; 30541486	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000006; HP:0000505; HP:0000546; HP:0003828; HP:0007754; HP:0007937; HP:0011510	
ELOVL4	G2P_DDG2P	G2P02072	OMIM:600110	MONDO:0010819	mendelian_non_neoplastic	include	auto_supported	ELOVL4-related Stargardt disease	monoallelic_autosomal				loss of function	LOF	high	definitive	11138005; 11726641; 15557430	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000006; HP:0000493; HP:0000551; HP:0000603; HP:0000608; HP:0000610; HP:0000649; HP:0000662; HP:0007663; HP:0007704; HP:0007722; HP:0007754; HP:0007814; HP:0008002; HP:0008059; HP:0030329; HP:0030500	
ELP4	G2P_DDG2P	G2P02073	OMIM:617141	MONDO:0014937	mendelian_cancer_predisposition	include	auto_supported	ELP4-related aniridia	monoallelic_autosomal				loss of function	LOF	high	strong	17679951; 19793656; 21321669; 24290376	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000006; HP:0000493; HP:0000501; HP:0000505; HP:0000518; HP:0000525; HP:0000526; HP:0007750	
ABCA1	G2P_DDG2P	G2P02074	OMIM:205400	MONDO:0008783	mendelian_non_neoplastic	include	auto_supported	ABCA1-related Tangier disease	biallelic_autosomal				loss of function	LOF	high	definitive	10431236; 10431237; 10535983; 27853448	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000505; HP:0000656; HP:0000958; HP:0001265; HP:0001349; HP:0001658; HP:0001712; HP:0001744; HP:0002164; HP:0002240; HP:0003233; HP:0003477; HP:0003693; HP:0003812; HP:0005181; HP:0007328; HP:0007957; HP:0008404; HP:0010829; HP:0011096; HP:0012155; HP:0030812	
ABCC6	G2P_DDG2P	G2P02075	OMIM:264800	MONDO:0009925	mendelian_non_neoplastic	include	manually_confirmed	ABCC6-related pseudoxanthoma elasticum	biallelic_autosomal				loss of function	LOF	high	definitive	10811882; 10835642; 10835643; 12714611; 19054062; 21167005; 28102862	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000083; HP:0000153; HP:0000505; HP:0000573; HP:0000608; HP:0000822; HP:0001034; HP:0001102; HP:0001297; HP:0001634; HP:0001635; HP:0001681; HP:0001718; HP:0001723; HP:0002239; HP:0004417; HP:0004943; HP:0007663; HP:0012426; HP:0100817	
ACTG1	G2P_DDG2P	G2P02076						ACTG1-related isolated ocular coloboma	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	28493397	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000006; HP:0000567; HP:0000612	
ALDH18A1	G2P_DDG2P	G2P02080	OMIM:616586	MONDO:0014702	mendelian_non_neoplastic	include	auto_supported	ALDH18A1-related spastic paraplegia (biallelic)	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	26026163	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000016; HP:0000020; HP:0000252; HP:0000518; HP:0001249; HP:0001257; HP:0001258; HP:0001260; HP:0001263; HP:0001288; HP:0001337; HP:0001344; HP:0001347; HP:0002445; HP:0002465; HP:0003202; HP:0003487; HP:0003676; HP:0004322; HP:0007024; HP:0009027	
AMACR	G2P_DDG2P	G2P02081	OMIM:614307	MONDO:0013681	mendelian_non_neoplastic	include	auto_supported	AMACR-related alpha-methylacyl-CoA racemase deficiency	biallelic_autosomal				loss of function	LOF	high	definitive	10655068; 18032455; 20821052	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000505; HP:0000580; HP:0000716; HP:0000815; HP:0001251; HP:0001257; HP:0001337; HP:0002076; HP:0002133; HP:0003812; HP:0007141	
AP3B1	G2P_DDG2P	G2P02082	OMIM:608233	MONDO:0011997	mendelian_non_neoplastic	include	auto_supported	AP3B1-related Hermansky-Pudlak syndrome	biallelic_autosomal				loss of function	LOF	high	definitive	10024875; 28585318	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000219; HP:0000252; HP:0000280; HP:0000319; HP:0000343; HP:0000358; HP:0000369; HP:0000431; HP:0000486; HP:0000505; HP:0000582; HP:0000613; HP:0000639; HP:0000670; HP:0000704; HP:0001022; HP:0001107; HP:0001256; HP:0001270; HP:0001385; HP:0001744; HP:0001873; HP:0001875; HP:0002206; HP:0002240; HP:0002286; HP:0002718; HP:0003577; HP:0007384; HP:0007663; HP:0008807	
ARL13B	G2P_DDG2P	G2P02083	OMIM:612291	MONDO:0012855	mendelian_non_neoplastic	include	auto_supported	ARL13B-related Joubert syndrome	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive	18674751; 25138100	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000496; HP:0000543; HP:0000550; HP:0000580; HP:0000657; HP:0001249; HP:0001251; HP:0001252; HP:0001263; HP:0002419; HP:0005957	
CEP78	G2P_DDG2P	G2P02086		MONDO:0014980				CEP78-related cone-rod dystrophy and hearing loss	biallelic_autosomal				loss of function	LOF	high	definitive	27588451; 27627988; 27814526; 28005958	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000407; HP:0000548; HP:0000551; HP:0000580; HP:0000608; HP:0000613; HP:0000639; HP:0007843; HP:0007987; HP:0008179; HP:0008275; HP:0012047; HP:0030465; HP:0030607	
CLCN2	G2P_DDG2P	G2P02087	OMIM:615651	MONDO:0014292	mendelian_non_neoplastic	include	auto_supported	CLCN2-related leukoencephalopathy with ataxia	biallelic_autosomal				loss of function	LOF	high	definitive	23707145	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000532; HP:0001123; HP:0001138; HP:0002066; HP:0002070; HP:0002315; HP:0002352; HP:0003812	
CLN3	G2P_DDG2P	G2P02088		MONDO:0019118				CLN3-related retinal dystrophy	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive	23847139; 24154662; 28542676	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000510; HP:0000512; HP:0000546; HP:0000556; HP:0000662; HP:0003828; HP:0007401; HP:0007663; HP:0007737; HP:0011505	
COL8A2	G2P_DDG2P	G2P02090	OMIM:136800	MONDO:0007637	mendelian_non_neoplastic	include	auto_supported	COL8A2-related corneal dystrophy, Fuchs endothelial	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	strong	11689488; 15914606; 18024822; 18464802	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000006; HP:0001131; HP:0003745; HP:0003812; HP:0007705; HP:0011491; HP:0012038; HP:0012040	
CRYBA2	G2P_DDG2P	G2P02092	OMIM:115900	MONDO:0007283	mendelian_non_neoplastic	include	auto_supported	CRYBA2-related cataract	monoallelic_autosomal		HP:0003829	incomplete	undetermined	UNMAPPED_MECHANISM	high	strong	23508780; 28450710	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000006; HP:0000501; HP:0000518; HP:0000545; HP:0003829	
CRYGB	G2P_DDG2P	G2P02093	OMIM:615188	MONDO:0014075	mendelian_non_neoplastic	include	auto_supported	CRYGB-related cataract, multiple types	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	23288985	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000006; HP:0000518; HP:0001134; HP:0007971	
CRYGS	G2P_DDG2P	G2P02094	OMIM:116100	MONDO:0007284	mendelian_non_neoplastic	include	auto_supported	CRYGS-related cataract, multiple types	monoallelic_autosomal				loss of function	LOF	high	definitive	16141006; 18587492; 19262743; 21866213; 24328668	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000006; HP:0003812; HP:0007834; HP:0007971; HP:0010693; HP:0010695; HP:0010922; HP:0100019	
CTNNA1	G2P_DDG2P	G2P02095	OMIM:608970	MONDO:0012162	mendelian_non_neoplastic	include	auto_supported	CTNNA1-related macular dystrophy, butterfly-shaped pigmentary	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive	15342701; 26691986; 28453600	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000006; HP:0003828; HP:0007722; HP:0007737; HP:0007814; HP:0007963; HP:0008001; HP:0030454; HP:0030588; HP:0030604	
DCN	G2P_DDG2P	G2P02097	OMIM:610048	MONDO:0012401	mendelian_non_neoplastic	include	auto_supported	DCN-related corneal dystrophy, congenital stromal	monoallelic_autosomal	restricted mutation set			dominant negative	DOMINANT_NEGATIVE	high	definitive	11805522; 15671264; 21993463; 24413633	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000006; HP:0000486; HP:0000501; HP:0000529; HP:0001131; HP:0007759; HP:0011487	
DHX38	G2P_DDG2P	G2P02098		MONDO:0019200				DHX38-related retinitis pigmentosa	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	24737827	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000510; HP:0000618; HP:0000662; HP:0001116; HP:0007401; HP:0007737; HP:0007843; HP:0008323	
DNAJC17	G2P_DDG2P	G2P02099						DNAJC17-related retinitis pigmentosa and hypogammaglobulinemia	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	26355662	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000510; HP:0002721	
DRAM2	G2P_DDG2P	G2P02100	OMIM:616502	MONDO:0014669	mendelian_non_neoplastic	include	auto_supported	DRAM2-related cone-rod dystrophy	biallelic_autosomal				loss of function	LOF	high	strong	25983245; 26720460	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000512; HP:0000529; HP:0000556; HP:0000613; HP:0000662; HP:0007401; HP:0007663; HP:0007843; HP:0030619; HP:0030635	
ERCC2	G2P_DDG2P	G2P02101	OMIM:601675	MONDO:0011125	mendelian_non_neoplastic	include	auto_supported	ERCC2-related trichothiodystrophy photosensitive	biallelic_autosomal				loss of function	LOF	high	definitive	11443545; 11709541; 15220921; 7585650; 7849702; 7920640; 8571952; 9012405; 9101292; 9195225; 9758621	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000046; HP:0000054; HP:0000135; HP:0000252; HP:0000271; HP:0000347; HP:0000365; HP:0000407; HP:0000444; HP:0000490; HP:0000491; HP:0000509; HP:0000518; HP:0000613; HP:0000621; HP:0000656; HP:0000765; HP:0000992; HP:0001009; HP:0001019; HP:0001029; HP:0001249; HP:0001251; HP:0001257; HP:0001263; HP:0001265; HP:0001266; HP:0001268; HP:0001371; HP:0001511; HP:0001518; HP:0001808; HP:0001838; HP:0002099; HP:0002299; HP:0002719; HP:0002751; HP:0003079; HP:0003819; HP:0004315; HP:0004322; HP:0004334; HP:0005214; HP:0007479; HP:0007485; HP:0012715; HP:0100490	
ERCC3	G2P_DDG2P	G2P02102	OMIM:616390	MONDO:0014615	mendelian_non_neoplastic	include	auto_supported	ERCC3-related trichothiodystrophy photosensitive	biallelic_autosomal				loss of function	LOF	high	definitive	16947863; 4811796; 8408834; 9012405	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000135; HP:0000252; HP:0000407; HP:0000518; HP:0000568; HP:0000580; HP:0000648; HP:0000762; HP:0000992; HP:0001098; HP:0001249; HP:0001251; HP:0001272; HP:0001347; HP:0001480; HP:0002119; HP:0002135; HP:0002208; HP:0002671; HP:0003224; HP:0004322; HP:0004334; HP:0005328; HP:0006739; HP:0007479; HP:0008064; HP:0011400; HP:0012056; HP:0045055; HP:0200160	
FA2H	G2P_DDG2P	G2P02103	OMIM:612319	MONDO:0012866	mendelian_non_neoplastic	include	auto_supported	FA2H-related spastic paraplegia	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
FBN1	G2P_DDG2P	G2P02104	OMIM:129600	MONDO:0007514	mendelian_non_neoplastic	include	auto_supported	FBN1-related isolated ectopia lentis	monoallelic_autosomal	restricted mutation set			undetermined	UNMAPPED_MECHANISM	limited	limited	22539873; 7802039; 8136837	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000006; HP:0001083	
FNBP4	G2P_DDG2P	G2P02106						FNBP4-related MAC spectrum with limb anomalies	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	23703728	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000528; HP:0001233; HP:0100257; HP:0100259	
FOXD3	G2P_DDG2P	G2P02107		MONDO:0019503				FOXD3-related anterior segment dysgenesis	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	22815627	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000006; HP:0000486; HP:0000525; HP:0000526; HP:0000528; HP:0000612; HP:0000639; HP:0000646; HP:0000659; HP:0003812; HP:0007700; HP:0007750; HP:0008047; HP:0011483; HP:0011496; HP:0100719	
FSCN2	G2P_DDG2P	G2P02108	OMIM:607921	MONDO:0011935	mendelian_non_neoplastic	include	auto_supported	FSCN2-related retinitis pigmentosa	monoallelic_autosomal				loss of function	LOF	limited	limited	11527955; 18450588	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
GCNT2	G2P_DDG2P	G2P02109	OMIM:116700	MONDO:0007289	mendelian_non_neoplastic	include	auto_supported	GCNT2-related cataract with adult i phenotype	biallelic_autosomal				loss of function	LOF	high	definitive	11739194; 12424189; 28224043	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007	
GDF3	G2P_DDG2P	G2P02110	OMIM:613703	MONDO:0013376	conflicting_inheritance	review	manual_review_unresolved	GDF3-related microphthalmia with coloboma	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
GDF3	G2P_DDG2P	G2P02111	OMIM:613704	MONDO:0013377	mendelian_non_neoplastic	include	auto_supported	GDF3-related microphthalmia, isolated	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
GDF6	G2P_DDG2P	G2P02112		MONDO:0021129				GDF6-related microphthalmia	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
GGCX	G2P_DDG2P	G2P02113	OMIM:610842	MONDO:0012570	mendelian_non_neoplastic	include	auto_supported	GGCX-related pseudoxanthoma elasticum-like skin manifestations with eye anomalies	biallelic_autosomal				loss of function	LOF	high	definitive	24739904; 28125048	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
GJB6	G2P_DDG2P	G2P02115	OMIM:129500	MONDO:0007510	mendelian_non_neoplastic	include	auto_supported	GJB6-related ectodermal dysplasia, Clouston type	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive	10730756; 11017065	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000152; HP:0000164; HP:0000478; HP:0000486; HP:0000498; HP:0000509; HP:0000518; HP:0000613; HP:0000653; HP:0000707; HP:0000953; HP:0000968; HP:0000972; HP:0001507; HP:0001574; HP:0001626; HP:0001792; HP:0001806; HP:0002164; HP:0002213; HP:0002217; HP:0002221; HP:0002299; HP:0002555; HP:0002715; HP:0004322; HP:0007418; HP:0008404; HP:0040064; HP:0045075	
GNAT1	G2P_DDG2P	G2P02119		MONDO:0004580				GNAT1-related rod-cone dystrophy	biallelic_autosomal				loss of function	LOF	high	strong	26472407; 27977773	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000510; HP:0000556	
GNAT1	G2P_DDG2P	G2P02120	OMIM:610444	MONDO:0012497	mendelian_non_neoplastic	include	auto_supported	GNAT1-related Night blindness, congenital stationary, autosomal dominant 3	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive	17584859; 29850563; 30051303	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0030638	
GNAT1	G2P_DDG2P	G2P02121	OMIM:616389	MONDO:0014614	mendelian_non_neoplastic	include	auto_supported	GNAT1-related Night blindness, congenital stationary, type 1G	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	22190596	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0007642	
GNAT2	G2P_DDG2P	G2P02122	OMIM:613856	MONDO:0013465	mendelian_non_neoplastic	include	auto_supported	GNAT2-related Achromatopsia 4	biallelic_autosomal				loss of function	LOF	high	definitive	31058429	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000540; HP:0000551; HP:0000639; HP:0011516	
ADGRA3	G2P_DDG2P	G2P02123		MONDO:0019200				ADGRA3-related non-syndromic retinitis pigmentosa	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	23105016	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000510	
GPR179	G2P_DDG2P	G2P02124	OMIM:614565	MONDO:0013807	mendelian_non_neoplastic	include	auto_supported	GPR179-related night blindness, congenital stationary (complete)	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000545; HP:0000639; HP:0007642; HP:0007984	
GRIP1	G2P_DDG2P	G2P02125	OMIM:617667	MONDO:0054739	mendelian_non_neoplastic	include	auto_supported	GRIP1-related Fraser syndrome	biallelic_autosomal				loss of function	LOF	high	strong	22510445; 24357607	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
GRK1	G2P_DDG2P	G2P02126	OMIM:613411	MONDO:0013259	mendelian_non_neoplastic	include	auto_supported	GRK1-related Oguchi disease	biallelic_autosomal				loss of function	LOF	high	definitive	17070587; 26349155; 9020843	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
GRN	G2P_DDG2P	G2P02127	OMIM:614706	MONDO:0013866	mendelian_non_neoplastic	include	auto_supported	GRN-related ceroid lipofuscinosis, neuronal	biallelic_autosomal				loss of function	LOF	high	strong		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
GSN	G2P_DDG2P	G2P02128	OMIM:105120	MONDO:0007097	mendelian_non_neoplastic	include	auto_supported	GSN-related amyloidosis, Finnish type	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
GUCA1A	G2P_DDG2P	G2P02129	OMIM:602093	MONDO:0011193	mendelian_non_neoplastic	include	auto_supported	GUCA1A-related cone dystrophy	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000540; HP:0000548; HP:0000551; HP:0000556; HP:0007401	
GUCA1A	G2P_DDG2P	G2P02130		MONDO:0800326				GUCA1A-related cone-rod dystrophy	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive	28442884	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000540; HP:0000548; HP:0000551; HP:0000556; HP:0007401	
GUCA1A	G2P_DDG2P	G2P02131		MONDO:0020242				GUCA1A-related macular dystrophy	monoallelic_autosomal	restricted mutation set			gain of function	GOF	high	strong	28125083	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0007754	
GUCA1B	G2P_DDG2P	G2P02132	OMIM:613827	MONDO:0013447	mendelian_non_neoplastic	include	auto_supported	GUCA1B-related retinal dystrophy	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	15452722; 21405999	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000510; HP:0000556; HP:0007754	
HGSNAT	G2P_DDG2P	G2P02134	OMIM:616544	MONDO:0014687	mendelian_non_neoplastic	include	auto_supported	HGSNAT-related retinitis pigmentosa	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	25859010	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
HPS3	G2P_DDG2P	G2P02135	OMIM:614072	MONDO:0013555	mendelian_non_neoplastic	include	auto_supported	HPS3-related Hermansky-Pudlak syndrome	biallelic_autosomal				loss of function	LOF	high	definitive	11455388; 11590544; 24766090	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000639; HP:0000978; HP:0001022; HP:0001892; HP:0007894; HP:0012805; HP:0030402	
HPS4	G2P_DDG2P	G2P02136	OMIM:614073	MONDO:0013556	mendelian_non_neoplastic	include	auto_supported	HPS4-related Hermansky-Pudlak syndrome	biallelic_autosomal				loss of function	LOF	high	definitive	11836498	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000421; HP:0000478; HP:0000639; HP:0000978; HP:0001022; HP:0001107; HP:0001574; HP:0001871; HP:0001892; HP:0002086; HP:0002206; HP:0007894; HP:0011883; HP:0012805; HP:0030402	
HPS5	G2P_DDG2P	G2P02137	OMIM:614074	MONDO:0013557	mendelian_non_neoplastic	include	auto_supported	HPS5-related Hermansky-Pudlak syndrome	biallelic_autosomal				loss of function	LOF	high	definitive	12548288; 28296950	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000478; HP:0000639; HP:0000978; HP:0001022; HP:0001107; HP:0001574; HP:0001626; HP:0001871; HP:0001873; HP:0001892; HP:0007894; HP:0012805; HP:0030402	
HPS6	G2P_DDG2P	G2P02138	OMIM:614075	MONDO:0013558	mendelian_non_neoplastic	include	auto_supported	HPS6-related Hermansky-Pudlak syndrome	biallelic_autosomal				loss of function	LOF	high	definitive	12548288	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000152; HP:0000421; HP:0000478; HP:0000639; HP:0000978; HP:0001022; HP:0001107; HP:0001574; HP:0001871; HP:0001892; HP:0004866; HP:0007894; HP:0011883; HP:0012805; HP:0030402	
IDH3A	G2P_DDG2P	G2P02139		MONDO:0019200				IDH3A-related retinitis pigmentosa	biallelic_autosomal				loss of function	LOF	high	strong	28412069; 30058936	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0000486; HP:0000505; HP:0000510; HP:0000556; HP:0000639; HP:0000662; HP:0007688; HP:0007722; HP:0007754; HP:0007843	
IDH3B	G2P_DDG2P	G2P02140	OMIM:612572	MONDO:0012943	mendelian_non_neoplastic	include	auto_supported	IDH3B-related retinitis pigmentosa	biallelic_autosomal				loss of function	LOF	high	strong	18806796	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000556	
IFT27	G2P_DDG2P	G2P02141	OMIM:615996	MONDO:0014447	mendelian_non_neoplastic	include	auto_supported	IFT27-related Bardet-Biedl syndrome	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	24488770	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
IFT52	G2P_DDG2P	G2P02142	OMIM:617102	MONDO:0014915	mendelian_non_neoplastic	include	auto_supported	IFT52-related short-rib thoracic dysplasia with or without polydactyly	biallelic_autosomal				loss of function	LOF	high	strong	26880018; 27466190	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
IMPDH1	G2P_DDG2P	G2P02143	OMIM:180105	MONDO:0008379	mendelian_non_neoplastic	include	auto_supported	IMPDH1-related retinitis pigmentosa	monoallelic_autosomal	restricted mutation set			dominant negative	DOMINANT_NEGATIVE	high	definitive	16214101; 25439607	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000510; HP:0000556; HP:0003828	
IMPDH1	G2P_DDG2P	G2P02144	OMIM:613837	MONDO:0013454	mendelian_non_neoplastic	include	auto_supported	IMPDH1-related Leber cogenital amaurosis	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000550; HP:0000556; HP:0000639; HP:0011463	
IMPG1	G2P_DDG2P	G2P02145	OMIM:616151	MONDO:0014508	mendelian_non_neoplastic	include	auto_supported	IMPG1-related macular dystrophy, vitelliform	monoallelic_autosomal				loss of function	LOF	high	definitive	28644393	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0007677; HP:0007754	
IMPG2	G2P_DDG2P	G2P02146	OMIM:613581	MONDO:0013314	mendelian_non_neoplastic	include	auto_supported	IMPG2-related retinitis pigmentosa	biallelic_autosomal				loss of function	LOF	high	definitive	20673862; 24876279; 31264916	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000510; HP:0000556; HP:0030635	
IMPG2	G2P_DDG2P	G2P02147	OMIM:616152	MONDO:0014509	mendelian_non_neoplastic	include	auto_supported	IMPG2-related macular dystrophy, vitelliform	monoallelic_autosomal				loss of function	LOF	high	definitive	28644393; 30300315	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0007677; HP:0007754	
